file_name,title_ch,journal_year,candidate_passages,minimum_string_distance,notes,target_strings,matching_strings,context_examples,execution_or_custody_passages,brain_death_passages,death_determination_passages,cardiorespiratory_arrest_passages,airway_or_ventilation_passages,consent_or_family_passages,donation_system_passages,donor_language_passages
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,13,0.25,,"供者气管插管 | 气管切开气管插管 | 供者行气管插管 | 脑死亡后立即气管内插管给氧 | 脑死亡后,气管插管 | 供体手术气管插管 | 脑死亡后迅速气管插管 | 脑死亡后插入气管导管 | 供体平卧位，气管插管 | 脑死亡后气管紧急插管,纯氧通气 | 供体手术气管插管通气 | 脑死亡后,紧急气管插管 | 脑死亡后迅速气管插管进行机械通气",拔除气管插管 | 属于拔除气管插管 | 于拔除气管插管 | 气管插管后60min内死亡 | 属于拔除气管插管后 | 均属于拔除气管插管后 | ，均属于拔除气管插管 | 拔除气管插管后60min内死亡 | ，均属于拔除气管插管后 | ·进行评分，均属于拔除气管插管后,间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主动脉、 || 血时间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主动 || 时间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主动脉 || ，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主动脉、门静 || 缺血时间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主,0,7,13,13,13,0,13,13
2405.txt,心脏死亡供肺肺移植临床分析,2017,18,0.125,,"供者气管插管 | 供者行气管插管 | 气管切开气管插管 | 脑死亡后,气管插管 | 供体手术气管插管通气 | 脑死亡后,紧急气管插管 | 供体手术气管插管 | 脑死亡后迅速气管插管 | 脑死亡后插入气管导管 | 供者平卧位,气管插管 | 脑死亡后立即气管内插管给氧 | 供心的切取供体气管插管后 | 供体平卧位，气管插管 | 经气管切开气管插管建立人工呼吸 | 供体心肺的切取气管插管 | 脑死亡后气管紧急插管,纯氧通气 | 脑死亡后迅速气管插管进行机械通气 | 供肺切取:供体气管插管",受者气管插管 | 对受者气管插管 | 后对受者气管插管 | 术后对受者气管插管 | 管理术后对受者气管插 | 管理术后对受者气管插管 | 后管理术后对受者气管插管转 | 后管理术后对受者气管插管 | 手术方式供体平卧位， | 管理术后对受者气管插管转运至I | 后管理术后对受者气管插管转运至 | 后管理术后对受者气管插管转运至I,液清澈为止，手部触摸检查有无明显肿块．完毕后将供肺保存于低温ＲLPD液中，送至手术室待移植．移植手术方式详见文献［2］．1．4术后管理术后对受者气管插管转运至ICU，持续吸氧，监测动脉血气防止氧中毒．控制体液平衡，术后早期维持负平衡防止肺水肿，应用他克莫司+吗替麦考酚酯+皮质激素预 || 出液清澈为止，手部触摸检查有无明显肿块．完毕后将供肺保存于低温ＲLPD液中，送至手术室待移植．移植手术方式详见文献［2］．1．4术后管理术后对受者气管插管转运至ICU，持续吸氧，监测动脉血气防止氧中毒．控制体液平衡，术后早期维持负平衡防止肺水肿，应用他克莫司+吗替麦考酚酯+皮质激素 || 流出液清澈为止，手部触摸检查有无明显肿块．完毕后将供肺保存于低温ＲLPD液中，送至手术室待移植．移植手术方式详见文献［2］．1．4术后管理术后对受者气管插管转运至ICU，持续吸氧，监测动脉血气防止氧中毒．控制体液平衡，术后早期维持负平衡防止肺水肿，应用他克莫司+吗替麦考酚酯+皮质激 || 脉流出液清澈为止，手部触摸检查有无明显肿块．完毕后将供肺保存于低温ＲLPD液中，送至手术室待移植．移植手术方式详见文献［2］．1．4术后管理术后对受者气管插管转运至ICU，持续吸氧，监测动脉血气防止氧中毒．控制体液平衡，术后早期维持负平衡防止肺水肿，应用他克莫司+吗替麦考酚酯+皮质 || 肺动脉流出液清澈为止，手部触摸检查有无明显肿块．完毕后将供肺保存于低温ＲLPD液中，送至手术室待移植．移植手术方式详见文献［2］．1．4术后管理术后对受者气管插管转运至ICU，持续吸氧，监测动脉血气防止氧中毒．控制体液平衡，术后早期维持负平衡防止肺水肿，应用他克莫司+吗替麦考酚酯+,0,7,0,0,18,0,0,18
2500.txt,心脏移植的手术配合,2017,12,0.222222222222222,"also a bit suspicious, but nothing on intubation of donor -- 供心摘取手术配合 供者取仰卧位，常规消 毒铺单，胸骨锯正中开胸，打开心包。肝素化后，递 4 - 0 血管缝线于升主动脉缝荷包并插灌注管","供者行气管插管 | 供者气管插管 | 快速胸部正中切口进胸 | 气管切开气管插管 | 供心切取配合..气管插管 | 供心的切取供体气管插管后 | 供体手术气管插管 | 脑死亡后,气管插管 | 协助麻醉医生进行支纤镜检查后进行气管插管 | 供体手术气管插管通气 | 供体心肺的切取气管插管 | 协助麻醉医生进行支纤镜检查后进行供体气管插管",医师行气管插管 | 师行气管插管 | 胸部正中切口，进行主 | 醉医师行气管插管 | .1.3供心摘取手术配合 | 供心切取的进度，确定供体 | 麻醉医师行气管插管 | 并做好防压疮护理。协助麻醉医师行气管插管 | 助麻醉医师行气管插管 | 心切取的进度，确定供体 | 道，并做好防压疮护理。协助麻醉医师行气管插管,心置于4℃HTK液中保存。2.2术中配合及护理2.2.1巡回护士配合核查患者，取平卧位，在右前臂建立外周静脉通道，并做好防压疮护理。协助麻醉医师行气管插管、有创动脉监测、中心静脉穿刺置入肺动脉漂浮导管。留置测温尿管，连接电刀及负极板，调试功率，打开控温毯，清点手术用物，及时提供术中 || 置于4℃HTK液中保存。2.2术中配合及护理2.2.1巡回护士配合核查患者，取平卧位，在右前臂建立外周静脉通道，并做好防压疮护理。协助麻醉医师行气管插管、有创动脉监测、中心静脉穿刺置入肺动脉漂浮导管。留置测温尿管，连接电刀及负极板，调试功率，打开控温毯，清点手术用物，及时提供术中所 || 心肌病、心功能不全、肺动脉高压等，心功能分别为Ⅳ级、Ⅲ级、Ⅳ级、Ⅳ级、Ⅲ级。5例患者均在体外循环下行双腔法同种异体心脏移植术，患者取平卧位，胸部正中切口，进行主动脉，上、下腔静脉插管，确认供心可用，切除受体心脏，将修整好供心置入心包腔，依次吻合左心房、升主动脉，吻合肺动脉后心脏复跳 || 供心置于4℃HTK液中保存。2.2术中配合及护理2.2.1巡回护士配合核查患者，取平卧位，在右前臂建立外周静脉通道，并做好防压疮护理。协助麻醉医师行气管插管、有创动脉监测、中心静脉穿刺置入肺动脉漂浮导管。留置测温尿管，连接电刀及负极板，调试功率，打开控温毯，清点手术用物，及时提供术 || 中所需设备是否正常运转，胸骨锯准备两套确保万无一失，器械护士准备术中所需所有器械和医疗耗材，体外循环医师保证人工心肺机的功能状态运行良好。2.1.3供心摘取手术配合供者取仰卧位，常规消毒铺单，胸骨锯正中开胸，打开心包。肝素化后，递4-0血管缝线于升主动脉缝荷包并插灌注管，递血管阻断,0,1,0,0,12,0,0,12
2635.txt,原位心脏移植14例,2017,4,0.465477516175151,has all the hallmarks except no reference to intubation,"供心切取配合..气管插管 | 供心的切取供体气管插管后 | 供体心脏的提取供心者取仰卧位,垫高胸腔,气管插管 | 供体全身肝素化后，仰卧位，经口气管内插管","的供心获取.中国胸心血管 | 1供心的摘取正中开胸供体 | 心脏移植术的供心获取.中国胸心血管外科临床杂志, | 中开胸供体全身肝素化后，阻断上下腔静脉，","分析—2013年中国心脏移植年度报告.中华器官移植杂志,2014,35(6):324-328.2陈良万,陈道中,杨国锋,等.61例心脏移植术的供心获取.中国胸心血管外科临床杂志,2009,16(4):296-299.3StehlikJ,EdwardsLB,KucheryavayaA || （panelreactiveantibodies，PRA）检测均阴性，13例体质量差<20%，1例体质量差约为25%。1.2手术方法1.2.1供心的摘取正中开胸供体全身肝素化后，阻断上下腔静脉，阻断升主动脉远端，心肌灌注液为30~50ml/kg组氨酸-色氨酸-酮戊二酸（HTK）液。 || 脏移植现状分析—2013年中国心脏移植年度报告.中华器官移植杂志,2014,35(6):324-328.2陈良万,陈道中,杨国锋,等.61例心脏移植术的供心获取.中国胸心血管外科临床杂志,2009,16(4):296-299.3StehlikJ,EdwardsLB,Kucherya || eactiveantibodies，PRA）检测均阴性，13例体质量差<20%，1例体质量差约为25%。1.2手术方法1.2.1供心的摘取正中开胸供体全身肝素化后，阻断上下腔静脉，阻断升主动脉远端，心肌灌注液为30~50ml/kg组氨酸-色氨酸-酮戊二酸（HTK）液。先用4℃100",0,0,0,0,4,0,0,4
2675.txt,原位心脏移植手术的围手术期护理配合方案研究,2017,2,0.452277442494834,,快速胸部正中切口进胸 | 供心的切取供体气管插管后,以内。于胸骨正中切口 | 定供体心脏无心血管疾病后,Hg=0.133kPa），平均（38.5±11.1）mmHg。1.2方法1.2.1手术方法供体与受体的血型一致，供体与受体体质量相差在20%以内。于胸骨正中切口，将心脏取出后，放入冰水中并重新检查，确定供体心脏无心血管疾病后，在全麻低温体外循环下进行心脏移植手术，所有患者均采用双腔 || 。1.2方法1.2.1手术方法供体与受体的血型一致，供体与受体体质量相差在20%以内。于胸骨正中切口，将心脏取出后，放入冰水中并重新检查，确定供体心脏无心血管疾病后，在全麻低温体外循环下进行心脏移植手术，所有患者均采用双腔静脉原位心脏移植方法。将病心原位心脏移植手术的围手术期护理配,0,0,0,0,1,0,0,2
3097.txt,努力打造与国际接轨的肺移植团队,2017,10,0.25,,"供者气管插管 | 气管切开气管插管 | 供者行气管插管 | 供体心肺的切取气管插管 | 供体手术气管插管 | 经气管切开气管插管建立人工呼吸 | 脑死亡后,气管插管 | 供体手术气管插管通气 | 供心的切取供体气管插管后 | 供肺切取:供体气管插管",长期气管插管 | 都是长期气管插管 | 是长期气管插管 | 的肺源都是长期气管插管 | 取的肺源都是长期气管插管、呼吸 | 源都是长期气管插管 | 肺源都是长期气管插管 | 取的肺源都是长期气管插管,地利用供体。2.2制定供肺标准、维护标准及流程：国外器官捐献一般均在48小时内完成，而我国一般均在1周左右完成捐献，许多情况下获取的肺源都是长期气管插管、呼吸机应用、合并肺部感染，我们常需要利用这类感染的肺源去拯救濒危的患者，术后围术期管理难度可想而知，这是对我们开展肺移植手术的巨 || 有效地利用供体。2.2制定供肺标准、维护标准及流程：国外器官捐献一般均在48小时内完成，而我国一般均在1周左右完成捐献，许多情况下获取的肺源都是长期气管插管、呼吸机应用、合并肺部感染，我们常需要利用这类感染的肺源去拯救濒危的患者，术后围术期管理难度可想而知，这是对我们开展肺移植手术 || 效地利用供体。2.2制定供肺标准、维护标准及流程：国外器官捐献一般均在48小时内完成，而我国一般均在1周左右完成捐献，许多情况下获取的肺源都是长期气管插管、呼吸机应用、合并肺部感染，我们常需要利用这类感染的肺源去拯救濒危的患者，术后围术期管理难度可想而知，这是对我们开展肺移植手术的 || 才能更有效地利用供体。2.2制定供肺标准、维护标准及流程：国外器官捐献一般均在48小时内完成，而我国一般均在1周左右完成捐献，许多情况下获取的肺源都是长期气管插管、呼吸机应用、合并肺部感染，我们常需要利用这类感染的肺源去拯救濒危的患者，术后围术期管理难度可想而知，这是对我们开展肺移 || ，才能更有效地利用供体。2.2制定供肺标准、维护标准及流程：国外器官捐献一般均在48小时内完成，而我国一般均在1周左右完成捐献，许多情况下获取的肺源都是长期气管插管、呼吸机应用、合并肺部感染，我们常需要利用这类感染的肺源去拯救濒危的患者，术后围术期管理难度可想而知，这是对我们开展肺,0,1,0,0,10,0,10,10
3125.txt,供心机械灌注与保存研究进展,2017,3,0.375,,供者气管插管 | 供者行气管插管 | 气管切开气管插管,插管安放导管 | 脉插管安放导管 | 动脉插管安放导管,证据（动静脉血乳酸差值）提示心脏保存良好［39，43］。该系统还可以监测主动脉压力及冠脉血流。TransmedicsOCS系统还允许从主动脉插管安放导管，进行冠脉造影［44］。4.2NMP在标准DBD供体中的应用：ProceedⅡ研究是目前关于NMP的最大规模的临床试验（NCT00 || 的证据（动静脉血乳酸差值）提示心脏保存良好［39，43］。该系统还可以监测主动脉压力及冠脉血流。TransmedicsOCS系统还允许从主动脉插管安放导管，进行冠脉造影［44］。4.2NMP在标准DBD供体中的应用：ProceedⅡ研究是目前关于NMP的最大规模的临床试验（NCT0 || 取的证据（动静脉血乳酸差值）提示心脏保存良好［39，43］。该系统还可以监测主动脉压力及冠脉血流。TransmedicsOCS系统还允许从主动脉插管安放导管，进行冠脉造影［44］。4.2NMP在标准DBD供体中的应用：ProceedⅡ研究是目前关于NMP的最大规模的临床试验（NCT,0,0,0,0,3,0,0,3
3654.txt,复杂先天性心脏病心脏移植杂交手术1例,2017,1,0.459938275132678,,脑死亡后插入气管导管,引导导管进入侧支血管,心脏移植时供体心脏的时间窗很短，大约为4h，因此，需要快速完成介入封堵，这就需要准确的判断和丰富的经验。本例患者在介入封堵侧支血管时导丝很难引导导管进入侧支血管，甚至导丝亦难以进入，与侧支血管开口的角度及扭曲有关，尝试多种导管均失败，最后更换YASHIＲOTYPE导管在无导丝指引时,0,1,0,0,0,0,0,1
4052.txt,上海市胸科医院肺移植10年经验总结,2017,13,0.183503419072274,,"供者气管插管 | 气管切开气管插管 | 供者行气管插管 | 供体手术气管插管通气 | 供体手术气管插管 | 脑死亡后,气管插管 | 脑死亡后迅速气管插管 | 脑死亡后插入气管导管 | 供者平卧位,气管插管 | 供体平卧位，气管插管 | 脑死亡后,紧急气管插管 | 供体心肺的切取气管插管 | 供肺切取:供体气管插管",腔管气管插管 | 侧双腔管气管插管 | 双腔管气管插管 | 腔管气管插管。对于气 | 管气管插管。对于气 | 双腔管气管插管。对于气,物和病理检查。第一侧供肺（或单肺）的冷缺血时间为3．5~6h，平均4．5h；第二侧为5~8h，平均5．5h。2．受体手术：所有患者采用左侧双腔管气管插管。对于气道分泌物多或者感染性肺部疾病的患者先进行单腔管插管，吸净气道分泌物后，再进行双腔管插管。插管完成后用纤支镜确认气管插管位置 || 微生物和病理检查。第一侧供肺（或单肺）的冷缺血时间为3．5~6h，平均4．5h；第二侧为5~8h，平均5．5h。2．受体手术：所有患者采用左侧双腔管气管插管。对于气道分泌物多或者感染性肺部疾病的患者先进行单腔管插管，吸净气道分泌物后，再进行双腔管插管。插管完成后用纤支镜确认气管插管 || 生物和病理检查。第一侧供肺（或单肺）的冷缺血时间为3．5~6h，平均4．5h；第二侧为5~8h，平均5．5h。2．受体手术：所有患者采用左侧双腔管气管插管。对于气道分泌物多或者感染性肺部疾病的患者先进行单腔管插管，吸净气道分泌物后，再进行双腔管插管。插管完成后用纤支镜确认气管插管位 || 和病理检查。第一侧供肺（或单肺）的冷缺血时间为3．5~6h，平均4．5h；第二侧为5~8h，平均5．5h。2．受体手术：所有患者采用左侧双腔管气管插管。对于气道分泌物多或者感染性肺部疾病的患者先进行单腔管插管，吸净气道分泌物后，再进行双腔管插管。插管完成后用纤支镜确认气管插管位置。,0,4,0,0,13,0,0,13
0230.txt,中国肺移植供体标准及获取转运指南,2018,32,0.25,,"供者气管插管 | 气管切开气管插管 | 供体手术气管插管通气 | 供者行气管插管 | 供者平卧位,气管插管 | 脑死亡后,气管插管 | 脑死亡后气管紧急插管,纯氧通气 | 脑死亡后迅速气管插管进行机械通气 | 供体手术气管插管 | 供体平卧位，气管插管 | 脑死亡后用麻醉机维持呼吸 | 脑死亡后,紧急气管插管 | 协助麻醉医生进行支纤镜检查后进行供体气管插管 | 供心的切取供体气管插管后 | 快速胸部正中切口进胸 | 供体确定脑死亡后,气管插管,彻底吸除气道分泌物,用简易呼吸器人工控制呼吸 | 进行供心、肺切取,吸净气管分泌物,气管插管给氧 | 脑死亡后迅速气管插管 | 脑死亡后插入气管导管 | 脑死亡后，用麻醉机维持呼吸 | 协助麻醉医生进行支纤镜检查后进行气管插管 | 供肺切取:供体气管插管 | 经气管切开气管插管建立人工呼吸 | 供体脑死亡后快速正中开胸,同时插入气管导管人工通气 | 供体在确认脑死亡后,气管插管,建立人工呼吸 | 脑死亡后,将供体取仰卧位,争取做气管插管 | 供者脑死亡后迅速建立人工呼吸 | 供心保护脑死亡后用麻醉机维持呼吸 | 死亡后迅速建立人工呼吸 | 脑死亡后,4例气管插管,3例面罩吸氧 | 脑死亡后立即气管内插管给氧 | 供体心肺的获取和保护..行气管插管通气","气 管内插管 | 气管炎或支 气管 | 受气 管插管机械通气 | ,气 管内插管 | 充足,气 管内插管位 | 充足,气 管内插管 | 之前,应通气充足,气 管内插管 | 流程时，均接受气 管插管机械通气 | 足,气 管内插管 | 死亡；叶类为脑死亡后呼吸 | 通气充足,气 管内插管 | 在供体后，常规行纤维支气管镜（纤 支镜）检查 | 气管的血供。修剪支气管周 | 毒铺巾，胸骨正中切口 | ,气 管内插管位置正确,潮气量足够,同时经纤支镜吸净 气道分泌物以排除大 | 格之前,应通气充足,气 管内插管位置正确,潮气 | 气充足,气 管内插管 | ，即脑死亡后停用生 命支持 | 体后，常规行纤维支气管镜（纤 支镜）检查 | 气管的血供。修剪支气管 | 应通气充足,气 管内插管位置正 | 应通气充足,气 管内插管位置正确,潮气量足够,同时 | 前,应通气充足,气 管内插管位置正确,潮气 | ,应通气充足,气 管内插管位置正确,潮气 | 心脏死亡；叶类为脑死亡后呼吸 | 等待心脏死亡；叶类为脑死亡后呼吸 | 亡；叶类为脑死亡后呼吸 | ,应通气充足,气 管内插管位置正确, | 应通气充足,气 管内插管位 | 陈静瑜.肺移植供体肺的维护及获取J].",">300 mmHg是基本要求。尤其注意，在获 取供肺前每2 h进行1次动脉血气分析，如果动脉血 气不达标,在宣布此肺不合格之前,应通气充足,气 管内插管位置正确,潮气量足够,同时经纤支镜吸净 气道分泌物以排除大气道内分泌物阻塞,只有在排除 上述影响因素、充分通气和维持最佳体液平衡等 || 供体传播感染的风险可忽略不计［12］。因此纤支镜下"", ""可吸净的适量痰液和微生物培养阳性，不是拒绝供 肺的标准。若纤支镜检查发现有严重的气管炎或支 气管炎，特别是脓液被吸出后仍从段支气管的开口 涌出，提示供肺有严重肺炎，无法使用。"", ""推荐7：纤支镜检查还需特别注意供肺的解剖 || 官的使用率；同时发现不适合作为潜在供肺的证据， 避免盲目扩大边缘性供肺影响移植的近期及远期效果， 减少医疗资源浪费。供肺进入评估流程时，均接受气 管插管机械通气。因此，ICU医护人员和供肺获取专 家，应尽可能提前供肺维护，使更多供肺最终进入可 用之列。"", ""3.1\t积极抗感染 || 2>300 mmHg是基本要求。尤其注意，在获 取供肺前每2 h进行1次动脉血气分析，如果动脉血 气不达标,在宣布此肺不合格之前,应通气充足,气 管内插管位置正确,潮气量足够,同时经纤支镜吸净 气道分泌物以排除大气道内分泌物阻塞,只有在排除 上述影响因素、充分通气和维持最佳体液平衡 || iO2>300 mmHg是基本要求。尤其注意，在获 取供肺前每2 h进行1次动脉血气分析，如果动脉血 气不达标,在宣布此肺不合格之前,应通气充足,气 管内插管位置正确,潮气量足够,同时经纤支镜吸净 气道分泌物以排除大气道内分泌物阻塞,只有在排除 上述影响因素、充分通气和维持最佳体液",0,17,4,5,29,0,5,32
0395.txt,合并肺动脉高压的心脏移植,2018,5,0.130373643453696,,"气管切开气管插管 | 供体心肺的切取气管插管 | 供体平卧位，气管插管 | 经气管切开气管插管建立人工呼吸 | 供心切取配合,护士协助医生气管插管辅助呼吸",次插管、气管切开 | ，二次插管、气管切开的 | 时间，二次插管、气管 | 助治疗时间，二次插管、气管切开 | 要延长呼吸机辅助治疗时间，二次插管、气管切,"肺部并发症增 多&术后低氧、肺不张和感染等可导致FVR增加，加 剧或诱发供心急性右心衰竭的发生&因此，术后常需 要延长呼吸机辅助治疗时间，二次插管、气管切开的比 率较高［1］&"", ""心脏移植术后出现急性肾功能损伤较为常见［10］， 有移植术前心肾功能不佳的原因，也有体外循环的损 || 早期肺部并发症增 多&术后低氧、肺不张和感染等可导致FVR增加，加 剧或诱发供心急性右心衰竭的发生&因此，术后常需 要延长呼吸机辅助治疗时间，二次插管、气管切开的比 率较高［1］&"", ""心脏移植术后出现急性肾功能损伤较为常见［10］， 有移植术前心肾功能不佳的原因，也有体外循环的 || 术后早期肺部并发症增 多&术后低氧、肺不张和感染等可导致FVR增加，加 剧或诱发供心急性右心衰竭的发生&因此，术后常需 要延长呼吸机辅助治疗时间，二次插管、气管切开的比 率较高［1］&"", ""心脏移植术后出现急性肾功能损伤较为常见［10］， 有移植术前心肾功能不佳的原因，也有体外循 || 压病人术后早期肺部并发症增 多&术后低氧、肺不张和感染等可导致FVR增加，加 剧或诱发供心急性右心衰竭的发生&因此，术后常需 要延长呼吸机辅助治疗时间，二次插管、气管切开的比 率较高［1］&"", ""心脏移植术后出现急性肾功能损伤较为常见［10］， 有移植术前心肾功能不佳的原因，也有 || 术前有肺动脉高压病人术后早期肺部并发症增 多&术后低氧、肺不张和感染等可导致FVR增加，加 剧或诱发供心急性右心衰竭的发生&因此，术后常需 要延长呼吸机辅助治疗时间，二次插管、气管切开的比 率较高［1］&"", ""心脏移植术后出现急性肾功能损伤较为常见［10］， 有移植术前心肾功能不",0,0,0,0,5,0,0,5
0443.txt,同种异体肺移植术治疗终末期良性肺病2例体会,2018,9,0.25,,供者气管插管 | 供者行气管插管 | 供体手术气管插管通气 | 供体平卧位，气管插管 | 供体手术气管插管 | 快速胸部正中切口进胸 | 供肺切取:供体气管插管 | 供体心肺的切取气管插管 | 脑死亡后，用麻醉机维持呼吸,双腔气管插管 | 用双腔气管插管 | 术，采用双腔气管插管 | ，采用双腔气管插管， | 采用双腔气管插管 | 术方式：胸骨正中切口 | 取供肺前再次纤维支气管 | ，经供体肺维护后，在呼吸机,道转运至我院，供体肺冷缺血时间约7h。病例2的供体来源于本院脑死亡捐献者，冷缺血时间低于1h。受体手术方式：病例1采取序贯式双肺移植术，采用双腔气管插管，留置Ｓwan－Ｇanz气囊漂浮导管术中监测肺动脉压，先分别行左右侧单肺通气后评估肺动脉压增高情况、氧饱和度能否维持、有无二氧化碳 || 通道转运至我院，供体肺冷缺血时间约7h。病例2的供体来源于本院脑死亡捐献者，冷缺血时间低于1h。受体手术方式：病例1采取序贯式双肺移植术，采用双腔气管插管，留置Ｓwan－Ｇanz气囊漂浮导管术中监测肺动脉压，先分别行左右侧单肺通气后评估肺动脉压增高情况、氧饱和度能否维持、有无二氧化 || 航绿色通道转运至我院，供体肺冷缺血时间约7h。病例2的供体来源于本院脑死亡捐献者，冷缺血时间低于1h。受体手术方式：病例1采取序贯式双肺移植术，采用双腔气管插管，留置Ｓwan－Ｇanz气囊漂浮导管术中监测肺动脉压，先分别行左右侧单肺通气后评估肺动脉压增高情况、氧饱和度能否维持、有无 || 绿色通道转运至我院，供体肺冷缺血时间约7h。病例2的供体来源于本院脑死亡捐献者，冷缺血时间低于1h。受体手术方式：病例1采取序贯式双肺移植术，采用双腔气管插管，留置Ｓwan－Ｇanz气囊漂浮导管术中监测肺动脉压，先分别行左右侧单肺通气后评估肺动脉压增高情况、氧饱和度能否维持、有无二 || 色通道转运至我院，供体肺冷缺血时间约7h。病例2的供体来源于本院脑死亡捐献者，冷缺血时间低于1h。受体手术方式：病例1采取序贯式双肺移植术，采用双腔气管插管，留置Ｓwan－Ｇanz气囊漂浮导管术中监测肺动脉压，先分别行左右侧单肺通气后评估肺动脉压增高情况、氧饱和度能否维持、有无二氧,0,6,0,0,8,0,5,9
0604.txt,脑死亡心脏供体的评估和管理方法探索,2018,5,0.375,,"供心的切取供体气管插管后 | 供体心肺的切取气管插管 | 供者脑死亡后迅速建立人工呼吸 | 供肺切取:供体气管插管 | 供体心脏的提取供心者取仰卧位,垫高胸腔,气管插管",2供心的维护：供体管理的 | 供心的维护：供体管理的 | 判定供者为脑死亡状态后，供者 | .2供心的维护：供体管 | 心脏供体管理措施，可以提高心脏供体利用率，改善心,肥厚的供心，只要不存在左室流出道梗阻，都应该被使用，尤其是对于受体既往有高血压病史，拥有肥厚左心室的供心可能更适应受体较高的后负荷状态。3.2供心的维护：供体管理的目标应包括良好的平均动脉压、心室容量、射血分数和心输出量，纠正酸中度、贫血及低钠血症，良好的气体交换，并使用单一的血管 || 厚的供心，只要不存在左室流出道梗阻，都应该被使用，尤其是对于受体既往有高血压病史，拥有肥厚左心室的供心可能更适应受体较高的后负荷状态。3.2供心的维护：供体管理的目标应包括良好的平均动脉压、心室容量、射血分数和心输出量，纠正酸中度、贫血及低钠血症，良好的气体交换，并使用单一的血管活 || 0μmol/L。淋巴细胞毒抗体试验阳性率均＜10％，1例供、受体体重差大于20%且小于30%，其余体重相差均在20％以内。1.3供心选择：在判定供者为脑死亡状态后，供者家属有捐献意向开始，对供者心脏进行评估。1.3.1供体评估内容（表1）：①一般情况；②体检结果；③实验室检查结果； || 室肥厚的供心，只要不存在左室流出道梗阻，都应该被使用，尤其是对于受体既往有高血压病史，拥有肥厚左心室的供心可能更适应受体较高的后负荷状态。3.2供心的维护：供体管理的目标应包括良好的平均动脉压、心室容量、射血分数和心输出量，纠正酸中度、贫血及低钠血症，良好的气体交换，并使用单一的血 || ，术后通过体外膜肺氧合（ECMO）联合主动脉内球囊反搏（IABP），肾脏替代治疗（CRRT）1周后恢复。结论对于供体及受体的综合评估，有效的心脏供体管理措施，可以提高心脏供体利用率，改善心脏移植远期生存率。【关键词】器官捐献；评估标准；供者维护；心脏移植Evatuationandm,0,1,0,0,4,1,2,5
1828.txt,同种异体原位心脏移植治疗终末期瓣膜病1例报告,2018,2,0.333333333333333,,快速胸部正中切口进胸 | 供体全身肝素化后，仰卧位，经口气管内插管,管；胸骨正中切口入胸 | 备插管用。受体全身肝素化。供体正中切口，,超检查确认心脏无器质性病变、心功能良好，维持平均动脉压在70mmＨg以上。1．2手术方法确认供心适用后将受体患者麻醉，分离右侧股动脉备动脉插管；胸骨正中切口入胸，分离粘连，上、下腔静脉缝荷包缝线备插管用。受体全身肝素化。供体正中切口，切开心包，升主动脉根部查动脉灌注管，阻断升主动脉 || 在70mmＨg以上。1．2手术方法确认供心适用后将受体患者麻醉，分离右侧股动脉备动脉插管；胸骨正中切口入胸，分离粘连，上、下腔静脉缝荷包缝线备插管用。受体全身肝素化。供体正中切口，切开心包，升主动脉根部查动脉灌注管，阻断升主动脉，经主动脉灌注管灌注ＨＴＫ心肌保护液，同时剪开右下肺静,0,0,0,0,2,0,0,2
2323.txt,边缘心脏供体移植术护理配合体验,2018,1,0.440983005625053,,供心切取配合..气管插管,..22取心护理配合取心,织配型及右心导管检查，明确患者有无手术禁忌症。2手术配合22..11取心材料准备取心材料准备准备一套常规取心装置及心脏停搏液（HTK）。22..22取心护理配合取心护理配合心脏热缺血和冷缺血时间是移植成功的关键，这需要护士组掌握外科手术步骤。确认供体脑死亡并完成相关程序后，高效碘消,0,1,0,1,1,0,0,1
